category,item,description,price,category_url
Chocolates & Candies,E.Wedel White Chocolate Bar,80 g,₹297,https://www.blinkit.com/cn/chocolates-candies/cid/175/1044
Chocolates & Candies,GuyLian Premium 72% Dark Chocolate Bar,100 g,₹487,https://www.blinkit.com/cn/chocolates-candies/cid/175/1044
Chocolates & Candies,The Cinnamon Kitchen Cacao & Hazelnut Tart Gift Box,55 g,₹299,https://www.blinkit.com/cn/chocolates-candies/cid/175/1044
Chocolates & Candies,The Select Aisle Dark Choco Chips,50 g,₹62,https://www.blinkit.com/cn/chocolates-candies/cid/175/1044
Chocolates & Candies,The Select Aisle Dark Compound Chocolate Bar,150 g,₹93,https://www.blinkit.com/cn/chocolates-candies/cid/175/1044
Chocolates & Candies,The Select Aisle Milk Choco Chips,50 g,₹60,https://www.blinkit.com/cn/chocolates-candies/cid/175/1044
Chocolates & Candies,The Select Aisle Milk Compound Chocolate Bar,150 g,₹93,https://www.blinkit.com/cn/chocolates-candies/cid/175/1044
Sauces & Spreads,Urban Platter Korean Hot Gochujang Chilli Paste,170 g,₹240,https://www.blinkit.com/cn/sauces-spreads/cid/175/1128
Sauces & Spreads,Tabasco Red Pepper Chilli Sauce,60 ml,₹220,https://www.blinkit.com/cn/sauces-spreads/cid/175/1128
Sauces & Spreads,Real Thai Red Curry Paste,50 g,₹75,https://www.blinkit.com/cn/sauces-spreads/cid/175/1128
Sauces & Spreads,Real Thai Green Curry Paste,50 g,₹75,https://www.blinkit.com/cn/sauces-spreads/cid/175/1128
Sauces & Spreads,Urban Platter White Tahini Paste,500 g,₹509,https://www.blinkit.com/cn/sauces-spreads/cid/175/1128
Sauces & Spreads,Ragu Homemade Style Pizza & Pasta Sauce,396 g,₹310,https://www.blinkit.com/cn/sauces-spreads/cid/175/1128
Sauces & Spreads,Ong's Light Soy Sauce,210 ml,₹240,https://www.blinkit.com/cn/sauces-spreads/cid/175/1128
Sauces & Spreads,Real Thai Coconut Cream,400 ml,₹265,https://www.blinkit.com/cn/sauces-spreads/cid/175/1128
Sauces & Spreads,Real Thai Sweet Chilli Sauce,235 ml,₹210,https://www.blinkit.com/cn/sauces-spreads/cid/175/1128
Sauces & Spreads,Real Thai Sriracha Chilli Sauce,240 ml,₹210,https://www.blinkit.com/cn/sauces-spreads/cid/175/1128
Sauces & Spreads,American Garden Yellow Mustard Sauce,397 g,₹240,https://www.blinkit.com/cn/sauces-spreads/cid/175/1128
Sauces & Spreads,Real Thai Red Curry Paste,227 g,₹230,https://www.blinkit.com/cn/sauces-spreads/cid/175/1128
Sauces & Spreads,Real Thai Fish Sauce,200 ml,₹245,https://www.blinkit.com/cn/sauces-spreads/cid/175/1128
Sauces & Spreads,St. Dalfour Mix Fruit Spread,284 g,₹495,https://www.blinkit.com/cn/sauces-spreads/cid/175/1128
Sauces & Spreads,Barilla Arrabiata Pizza & Pasta Sauce,400 g,₹399,https://www.blinkit.com/cn/sauces-spreads/cid/175/1128
Sauces & Spreads,Abbie's American Yellow Mustard Sauce,255 g,₹190,https://www.blinkit.com/cn/sauces-spreads/cid/175/1128
Sauces & Spreads,Real Thai Green Curry Paste,227 g,₹245,https://www.blinkit.com/cn/sauces-spreads/cid/175/1128
Sauces & Spreads,Skippy Super Chunk Crunchy Peanut Butter,462 g,₹556,https://www.blinkit.com/cn/sauces-spreads/cid/175/1128
Sauces & Spreads,Chabaa Mixed Berry Fruit Jam,430 g,₹265,https://www.blinkit.com/cn/sauces-spreads/cid/175/1128
Sauces & Spreads,Darbo Bitter Orange Marmalade,450 g,₹384,https://www.blinkit.com/cn/sauces-spreads/cid/175/1128
Sauces & Spreads,St. Dalfour Blueberry Fruit Spread,284 g,₹495,https://www.blinkit.com/cn/sauces-spreads/cid/175/1128
Sauces & Spreads,Darbo Apricot Jam,250 g,₹354,https://www.blinkit.com/cn/sauces-spreads/cid/175/1128
Sauces & Spreads,Chabaa Blueberry Fruit Jam,430 g,₹260,https://www.blinkit.com/cn/sauces-spreads/cid/175/1128
Sauces & Spreads,Real Thai Sriracha Extra Hot Chilli Sauce,235 ml,₹235,https://www.blinkit.com/cn/sauces-spreads/cid/175/1128
Sauces & Spreads,American Garden Original Barbecue Sauce,510 g,₹465,https://www.blinkit.com/cn/sauces-spreads/cid/175/1128
Sauces & Spreads,American Garden Pancake Syrup,710 ml,₹799,https://www.blinkit.com/cn/sauces-spreads/cid/175/1128
Sauces & Spreads,American Garden Traditional Pizza & Pasta Sauce,397 g,₹375,https://www.blinkit.com/cn/sauces-spreads/cid/175/1128
Sauces & Spreads,Barilla Napoletana Pizza & Pasta Sauce,400 g,₹400,https://www.blinkit.com/cn/sauces-spreads/cid/175/1128
Sauces & Spreads,Chabaa Strawberry Fruit Jam,430 g,₹260,https://www.blinkit.com/cn/sauces-spreads/cid/175/1128
Sauces & Spreads,Chilzo Red Harissa Paste,200 g,₹209,https://www.blinkit.com/cn/sauces-spreads/cid/175/1128
Tea & Coffee,Twinings Assam CTC Black Tea,250 g,₹300,https://www.blinkit.com/cn/tea-coffee/cid/175/1563
Tea & Coffee,Davidoff Rich Aroma Instant Coffee 10/12 Intensity,100 g,₹691,https://www.blinkit.com/cn/tea-coffee/cid/175/1563
Tea & Coffee,Davidoff Fine Aroma Instant Coffee 7/12 Intensity,100 g,₹749,https://www.blinkit.com/cn/tea-coffee/cid/175/1563
Tea & Coffee,Twinings English Breakfast Tea Bags,25 pcs,₹353,https://www.blinkit.com/cn/tea-coffee/cid/175/1563
Tea & Coffee,Lavazza Gusto Crema Coffee Beans,500 g,₹900,https://www.blinkit.com/cn/tea-coffee/cid/175/1563
Tea & Coffee,Twinings Lemon & Honey Green Tea Bags,25 pcs,₹325,https://www.blinkit.com/cn/tea-coffee/cid/175/1563
Tea & Coffee,Twinings Pure Green Tea Bags,25 pcs,₹353,https://www.blinkit.com/cn/tea-coffee/cid/175/1563
Tea & Coffee,Davidoff Crema Intense Instant Coffee,90 g,₹822,https://www.blinkit.com/cn/tea-coffee/cid/175/1563
Tea & Coffee,Twinings Classics Earl Grey Tea Bags,25 pcs,₹353,https://www.blinkit.com/cn/tea-coffee/cid/175/1563
Tea & Coffee,Twinings Pure Peppermint Tea Bags,25 pcs,₹368,https://www.blinkit.com/cn/tea-coffee/cid/175/1563
Tea & Coffee,Twinings Origins Classic Assam Tea Bags,25 pcs,₹302,https://www.blinkit.com/cn/tea-coffee/cid/175/1563
Tea & Coffee,Twinings Lemon & Ginger Tea Bags,25 pcs,₹385,https://www.blinkit.com/cn/tea-coffee/cid/175/1563
Tea & Coffee,Movenpick Gold Original Instant Coffee,100 g,₹849,https://www.blinkit.com/cn/tea-coffee/cid/175/1563
Tea & Coffee,Starbucks Frappuccino Milk & Coffee Drink,250 ml,₹319,https://www.blinkit.com/cn/tea-coffee/cid/175/1563
Tea & Coffee,Davidoff Creama Elegant Coffee Capsules,10 capsules,₹850,https://www.blinkit.com/cn/tea-coffee/cid/175/1563
Tea & Coffee,Lavazza Crema E Gusto Classico Coffee,250 g,"₹1,050",https://www.blinkit.com/cn/tea-coffee/cid/175/1563
Tea & Coffee,Lavazza Il Mattino Perfect Roasted Ground Coffee,200 g,₹550,https://www.blinkit.com/cn/tea-coffee/cid/175/1563
Tea & Coffee,Starbucks Doubleshot Espresso Flavoured Coffee,200 ml,₹279,https://www.blinkit.com/cn/tea-coffee/cid/175/1563
Tea & Coffee,Caffino Choco Hazelnut Instant Coffee,200 g,₹270,https://www.blinkit.com/cn/tea-coffee/cid/175/1563
Tea & Coffee,Caffino Kopi Latte Classic Coffee Premix,200 g,₹270,https://www.blinkit.com/cn/tea-coffee/cid/175/1563
Tea & Coffee,Davidoff Brazil Instant Coffee 8/12 Intensity,100 g,"₹1,038",https://www.blinkit.com/cn/tea-coffee/cid/175/1563
Tea & Coffee,Davidoff Espresso 57 Coffee Capsules,10 capsules,₹849,https://www.blinkit.com/cn/tea-coffee/cid/175/1563
Tea & Coffee,Davidoff Espresso 57 Instant Coffee 11/12 Intensity,100 g,₹704,https://www.blinkit.com/cn/tea-coffee/cid/175/1563
Tea & Coffee,Davidoff Fine Aroma Instant Coffee (Intensity-7),45 g,₹447,https://www.blinkit.com/cn/tea-coffee/cid/175/1563
Tea & Coffee,Davidoff Origins Colombia Instant Coffee,90 g,₹990,https://www.blinkit.com/cn/tea-coffee/cid/175/1563
Tea & Coffee,Davidoff Rich Aroma Coffee Capsules,10 capsules,₹849,https://www.blinkit.com/cn/tea-coffee/cid/175/1563
Tea & Coffee,Davidoff Rich Aroma Instant Coffee,45 g,₹449,https://www.blinkit.com/cn/tea-coffee/cid/175/1563
Tea & Coffee,Kings Coffee Super Smooth Cold Coffee,280 ml,₹124,https://www.blinkit.com/cn/tea-coffee/cid/175/1563
Tea & Coffee,Kings Coffee Super Smooth Mocha Cold Coffee,280 ml,₹124,https://www.blinkit.com/cn/tea-coffee/cid/175/1563
Tea & Coffee,Kings Coffee Vanilla Cold Coffee,280 ml,₹123,https://www.blinkit.com/cn/tea-coffee/cid/175/1563
Rice & Rice Products,24 Mantra Organic Puffed Rice,200 g,₹43,https://www.blinkit.com/cn/rice-rice-products/cid/175/1935
Rice & Rice Products,Natureland Murmure Organic Murmura,200 g,₹49,https://www.blinkit.com/cn/rice-rice-products/cid/175/1935
Rice & Rice Products,Safe Harvest Pesticide-Free Puffed Rice,500 g,₹110,https://www.blinkit.com/cn/rice-rice-products/cid/175/1935
Rice & Rice Products,Organic Tattva Organic White Poha,500 g,₹73,https://www.blinkit.com/cn/rice-rice-products/cid/175/1935
Rice & Rice Products,Organic Tattva Brown Organic Sonamasuri Rice,1 kg,₹102,https://www.blinkit.com/cn/rice-rice-products/cid/175/1935
Rice & Rice Products,Pro Nature Red Organic Red Poha,500 g,₹92,https://www.blinkit.com/cn/rice-rice-products/cid/175/1935
Rice & Rice Products,Rajdhani Puffed Rice,200 g,₹28,https://www.blinkit.com/cn/rice-rice-products/cid/175/1935
Rice & Rice Products,Organic Tattva White Organic Sonamasuri Rice,5 kg,₹500,https://www.blinkit.com/cn/rice-rice-products/cid/175/1935
Rice & Rice Products,24 Mantra Organic Red Poha,500 g,₹100,https://www.blinkit.com/cn/rice-rice-products/cid/175/1935
Rice & Rice Products,24 Mantra Organic Idli Rice,1 kg,₹150,https://www.blinkit.com/cn/rice-rice-products/cid/175/1935
Rice & Rice Products,24 Mantra Organic White Poha,500 g,₹86,https://www.blinkit.com/cn/rice-rice-products/cid/175/1935
Rice & Rice Products,24 Mantra Organic Sonamasuri Rice,5 kg,₹475,https://www.blinkit.com/cn/rice-rice-products/cid/175/1935
Rice & Rice Products,Organic Tattva Organic Basmati Rice,1 kg,₹218,https://www.blinkit.com/cn/rice-rice-products/cid/175/1935
Rice & Rice Products,24 Mantra Organic White Sonamasuri Rice,1 kg,₹115,https://www.blinkit.com/cn/rice-rice-products/cid/175/1935
Rice & Rice Products,Safe Harvest Unpolished Brown Sona Masuri Rice,1 kg,₹125,https://www.blinkit.com/cn/rice-rice-products/cid/175/1935
Rice & Rice Products,24 Mantra Organic Brown Sonamasuri Rice,1 kg,₹100,https://www.blinkit.com/cn/rice-rice-products/cid/175/1935
Rice & Rice Products,24 Mantra Organic Idly Rava/Sooji,500 g,₹61,https://www.blinkit.com/cn/rice-rice-products/cid/175/1935
Rice & Rice Products,Organic Tattva Organic Brown Basmati Rice,1 kg,₹206,https://www.blinkit.com/cn/rice-rice-products/cid/175/1935
Rice & Rice Products,Natureland Rice Organic White Poha,500 g,₹81,https://www.blinkit.com/cn/rice-rice-products/cid/175/1935
Rice & Rice Products,Pro Nature Organic Sonamasuri Rice (Brown),5 kg,₹598,https://www.blinkit.com/cn/rice-rice-products/cid/175/1935
Rice & Rice Products,24 Mantra Organic Active Mantras Organic Low GI Rice,1 kg,₹122,https://www.blinkit.com/cn/rice-rice-products/cid/175/1935
Rice & Rice Products,24 Mantra Organic Low GI Rice,5 kg,₹652,https://www.blinkit.com/cn/rice-rice-products/cid/175/1935
Rice & Rice Products,Golden Grain Rozana Basmati Rice,5 kg,₹464,https://www.blinkit.com/cn/rice-rice-products/cid/175/1935
Rice & Rice Products,House of Himalayas Red Rice,500 g,₹236,https://www.blinkit.com/cn/rice-rice-products/cid/175/1935
Rice & Rice Products,Just Organik Organic Basmati Rice,1 kg,₹201,https://www.blinkit.com/cn/rice-rice-products/cid/175/1935
Rice & Rice Products,Mr Rice Bánh Tráng Rice Paper,400 g,₹157,https://www.blinkit.com/cn/rice-rice-products/cid/175/1935
Rice & Rice Products,Organic Tattva - Organic Biryani Basmati Rice,5 kg,₹687,https://www.blinkit.com/cn/rice-rice-products/cid/175/1935
Rice & Rice Products,Organic Tattva Organic Sonamasuri Rice 1 kg,1 kg,₹90,https://www.blinkit.com/cn/rice-rice-products/cid/175/1935
Rice & Rice Products,Praakritik Natural Indrayani Indrayani Rice,1 kg,₹171,https://www.blinkit.com/cn/rice-rice-products/cid/175/1935
Rice & Rice Products,Safe Harvest Pesticide-Free Daliya,500 g,₹65,https://www.blinkit.com/cn/rice-rice-products/cid/175/1935
Organic Salt,Two Brothers Jaggery Powder Sugarcane Crushed Granular,500 g,₹125,https://www.blinkit.com/cn/organic-salt/cid/175/1936
Organic Salt,Natural Tattva Rock Salt / Sendha Namak,500 g,₹53,https://www.blinkit.com/cn/organic-salt/cid/175/1936
Organic Salt,Conscious Food Raw Sugar / Khandsari,500 g,₹85,https://www.blinkit.com/cn/organic-salt/cid/175/1936
Organic Salt,Organic India Organic Jaggery Powder,500 g,₹97,https://www.blinkit.com/cn/organic-salt/cid/175/1936
Organic Salt,Two Brothers Jaggery Block Sugarcane,900 g,₹222,https://www.blinkit.com/cn/organic-salt/cid/175/1936
Organic Salt,Organic India Multi Floral Organic Honey,250 g,₹200,https://www.blinkit.com/cn/organic-salt/cid/175/1936
Organic Salt,Organic Tattva Organic Sugar,500 g,₹72,https://www.blinkit.com/cn/organic-salt/cid/175/1936
Organic Salt,24 Mantra Organic Jaggery Powder,500 g,₹79,https://www.blinkit.com/cn/organic-salt/cid/175/1936
Organic Salt,Nature's Nectar Organic Honey,400 g,₹399,https://www.blinkit.com/cn/organic-salt/cid/175/1936
Organic Salt,24 Mantra Organic Brown Sugar,500 g,₹72,https://www.blinkit.com/cn/organic-salt/cid/175/1936
Organic Salt,Safe Harvest Pesticide-Free Jaggery Powder,500 g,₹66,https://www.blinkit.com/cn/organic-salt/cid/175/1936
Organic Salt,Bharat Organics - Organic Brown Sugar,500 g,₹58,https://www.blinkit.com/cn/organic-salt/cid/175/1936
Organic Salt,Nature's Nectar Squeezy Organic Honey,325 g,₹279,https://www.blinkit.com/cn/organic-salt/cid/175/1936
Organic Salt,Bharat Organics Khandsari Organic Sugar,500 g,₹58,https://www.blinkit.com/cn/organic-salt/cid/175/1936
Organic Salt,Natureland Himalayan Organic Rock Salt,500 g,₹45,https://www.blinkit.com/cn/organic-salt/cid/175/1936
Organic Salt,Conscious Food Natural Forest Honey,500 g,₹431,https://www.blinkit.com/cn/organic-salt/cid/175/1936
Organic Salt,Conscious Food Himalayan Multiflora Honey,200 g,₹209,https://www.blinkit.com/cn/organic-salt/cid/175/1936
Organic Salt,True Story Natural Organic Jaggery Powder,500 g,₹70,https://www.blinkit.com/cn/organic-salt/cid/175/1936
Organic Salt,True Story Natural Organic Brown Sugar,500 g,₹69,https://www.blinkit.com/cn/organic-salt/cid/175/1936
Organic Salt,24 Mantra Organic Sugar,1 kg,₹117,https://www.blinkit.com/cn/organic-salt/cid/175/1936
Organic Salt,Pro Nature Organic Jaggery Powder,500 g,₹130,https://www.blinkit.com/cn/organic-salt/cid/175/1936
Organic Salt,Natureland Organic Brown Sugar,500 g,₹76,https://www.blinkit.com/cn/organic-salt/cid/175/1936
Organic Salt,Natureland Organic Jaggery Powder,500 g,₹78,https://www.blinkit.com/cn/organic-salt/cid/175/1936
Organic Salt,Natureland - Organic Honey,250 g,₹190,https://www.blinkit.com/cn/organic-salt/cid/175/1936
Organic Salt,Pro Nature Classic Pink Salt,500 g,₹65,https://www.blinkit.com/cn/organic-salt/cid/175/1936
Organic Salt,24 Mantra Organic Himalayan Crystal Rock Salt (Sendha Namak),1 kg,₹107,https://www.blinkit.com/cn/organic-salt/cid/175/1936
Organic Salt,Baidyanath Honey 1 kg,1 kg,₹320,https://www.blinkit.com/cn/organic-salt/cid/175/1936
Organic Salt,24 Mantra Organic Saindhava Lavana Powder Organic Rock Salt,1 kg,₹105,https://www.blinkit.com/cn/organic-salt/cid/175/1936
Organic Salt,Bharat Organics Jaggery Powder,500 g,₹69,https://www.blinkit.com/cn/organic-salt/cid/175/1936
Organic Salt,Praakritik Natural Jaggery,900 g,₹164,https://www.blinkit.com/cn/organic-salt/cid/175/1936
"Dry Fruits, Nuts & Seeds",Conscious Food Makhana,50 g,₹126,https://www.blinkit.com/cn/dry-fruits-nuts-seeds/cid/175/1937
"Dry Fruits, Nuts & Seeds",Safe Harvest Pesticide-Free Peanuts,500 g,₹157,https://www.blinkit.com/cn/dry-fruits-nuts-seeds/cid/175/1937
"Dry Fruits, Nuts & Seeds",24 Mantra Organic Peanuts,500 g,₹184,https://www.blinkit.com/cn/dry-fruits-nuts-seeds/cid/175/1937
"Dry Fruits, Nuts & Seeds",Organic Tattva Organic Flax Seeds,100 g,₹35,https://www.blinkit.com/cn/dry-fruits-nuts-seeds/cid/175/1937
"Dry Fruits, Nuts & Seeds",Whole Farm Premium Sunflower Seeds,100 g,₹31,https://www.blinkit.com/cn/dry-fruits-nuts-seeds/cid/175/1937
"Dry Fruits, Nuts & Seeds",Pro Nature Raw Organic Peanuts,500 g,₹149,https://www.blinkit.com/cn/dry-fruits-nuts-seeds/cid/175/1937
"Dry Fruits, Nuts & Seeds",Whole Farm Premium Watermelon Seeds,100 g,₹99,https://www.blinkit.com/cn/dry-fruits-nuts-seeds/cid/175/1937
"Dry Fruits, Nuts & Seeds",Anveshan Premium Raw Chia Seeds,300 g,₹163,https://www.blinkit.com/cn/dry-fruits-nuts-seeds/cid/175/1937
"Dry Fruits, Nuts & Seeds",True Elements Premium Chia Seeds,250 g,₹195,https://www.blinkit.com/cn/dry-fruits-nuts-seeds/cid/175/1937
"Dry Fruits, Nuts & Seeds",Whole Farm Premium Chironji,50 g,₹170,https://www.blinkit.com/cn/dry-fruits-nuts-seeds/cid/175/1937
"Dry Fruits, Nuts & Seeds",Abbie's Pitted Prunes Dried Plums,200 g,₹275,https://www.blinkit.com/cn/dry-fruits-nuts-seeds/cid/175/1937
"Dry Fruits, Nuts & Seeds",True Elements Flax Seeds - Fibre and Protein Rich,250 g,₹100,https://www.blinkit.com/cn/dry-fruits-nuts-seeds/cid/175/1937
"Dry Fruits, Nuts & Seeds",Organic Tattva Kashmiri Organic Almonds,100 g,₹225,https://www.blinkit.com/cn/dry-fruits-nuts-seeds/cid/175/1937
"Dry Fruits, Nuts & Seeds",Conscious Food Whole Organic Cashews,100 g,₹189,https://www.blinkit.com/cn/dry-fruits-nuts-seeds/cid/175/1937
"Dry Fruits, Nuts & Seeds",MOM Daily Health Dry Fruit Mix,75 g,₹101,https://www.blinkit.com/cn/dry-fruits-nuts-seeds/cid/175/1937
"Dry Fruits, Nuts & Seeds",Whole Farm Premium Amla Candy/Dried Amla,200 g,₹100,https://www.blinkit.com/cn/dry-fruits-nuts-seeds/cid/175/1937
"Dry Fruits, Nuts & Seeds",24 Mantra Organic Flax Seeds,200 g,₹80,https://www.blinkit.com/cn/dry-fruits-nuts-seeds/cid/175/1937
"Dry Fruits, Nuts & Seeds",True Elements Panchmeva (Dry Fruit Mishrana),400 g,₹415,https://www.blinkit.com/cn/dry-fruits-nuts-seeds/cid/175/1937
"Dry Fruits, Nuts & Seeds",Tong Garden Roasted Salted Seeds,200 g,₹144,https://www.blinkit.com/cn/dry-fruits-nuts-seeds/cid/175/1937
"Dry Fruits, Nuts & Seeds",Tong Garden Mexican Style Peanuts,65 g,₹41,https://www.blinkit.com/cn/dry-fruits-nuts-seeds/cid/175/1937
"Dry Fruits, Nuts & Seeds",True Elements Whole Dried Cranberries,125 g,₹146,https://www.blinkit.com/cn/dry-fruits-nuts-seeds/cid/175/1937
"Dry Fruits, Nuts & Seeds",Wonderland Foods Premium Quality Pecan Nuts,100 g,₹326,https://www.blinkit.com/cn/dry-fruits-nuts-seeds/cid/175/1937
"Dry Fruits, Nuts & Seeds",Pro Nature Organic Cashews,250 g,₹860,https://www.blinkit.com/cn/dry-fruits-nuts-seeds/cid/175/1937
